_id,recvTime,fiwareServicePath,entityType,entityId,LAeq,LAeq_d,LAeq_den,LAeq_e,LAeq_n,dateObserved
1,2020-11-18T13:40:52.283Z,/sonometros,NoiseLevelObserved,T248655-daily,64.7,66.4,67.0,64.0,57.2,2020-11-17
2,2020-11-19T00:00:03.394Z,/sonometros,NoiseLevelObserved,T248655-daily,64.4,65.9,67.6,64.7,59.0,2020-11-18
3,2020-11-20T00:00:36.333Z,/sonometros,NoiseLevelObserved,T248655-daily,64.3,66.0,66.8,63.8,57.5,2020-11-19
4,2020-11-21T00:00:39.152Z,/sonometros,NoiseLevelObserved,T248655-daily,65.0,66.4,68.1,66.3,59.2,2020-11-20
5,2020-11-22T00:00:41.99Z,/sonometros,NoiseLevelObserved,T248655-daily,64.5,65.8,68.0,65.9,59.7,2020-11-21
6,2020-11-23T00:00:45.423Z,/sonometros,NoiseLevelObserved,T248655-daily,62.5,63.8,66.1,63.6,58.0,2020-11-22
7,2020-11-24T00:00:45.775Z,/sonometros,NoiseLevelObserved,T248655-daily,63.9,65.5,66.4,64.0,57.0,2020-11-23
8,2020-11-25T00:01:48.55Z,/sonometros,NoiseLevelObserved,T248655-daily,65.5,67.3,67.8,64.1,58.1,2020-11-24
9,2020-11-26T00:00:50.596Z,/sonometros,NoiseLevelObserved,T248655-daily,64.4,66.1,67.1,64.4,57.8,2020-11-25
10,2020-09-18 12:40:17.154,/sonometros,NoiseLevelObserved,T248655-daily,64.2,65.7,67.2,64.1,58.5,2020-09-17
11,2020-09-19 00:00:23.103,/sonometros,NoiseLevelObserved,T248655-daily,64.7,66.2,67.7,65.1,59,2020-09-18
12,2020-09-20 00:00:25.866,/sonometros,NoiseLevelObserved,T248655-daily,63.2,64.1,67.5,65.1,59.9,2020-09-19
13,2020-09-21 00:00:28.656,/sonometros,NoiseLevelObserved,T248655-daily,61.6,62.2,66.9,62.5,60.1,2020-09-20
14,2020-09-22 00:00:30.372,/sonometros,NoiseLevelObserved,T248655-daily,64.4,66.2,66.7,63.4,57,2020-09-21
15,2020-09-23 00:00:32.794,/sonometros,NoiseLevelObserved,T248655-daily,65.3,67.1,67.4,63.2,57.6,2020-09-22
16,2020-09-24 00:00:35.701,/sonometros,NoiseLevelObserved,T248655-daily,65.4,67.1,67.5,64.4,57.7,2020-09-23
17,2020-09-25 00:00:38.411,/sonometros,NoiseLevelObserved,T248655-daily,65.6,67.5,67.7,63.2,58,2020-09-24
18,2020-09-26 00:00:41.262,/sonometros,NoiseLevelObserved,T248655-daily,65,66.7,67.7,63.5,58.9,2020-09-25
19,2020-09-27 00:00:42.270,/sonometros,NoiseLevelObserved,T248655-daily,62.8,63.9,67,63.9,59.5,2020-09-26
20,2020-09-28 00:00:45.375,/sonometros,NoiseLevelObserved,T248655-daily,61.6,62.4,66.4,62.7,59.3,2020-09-27
21,2020-09-29 00:00:47.593,/sonometros,NoiseLevelObserved,T248655-daily,65.1,66.9,67.3,64.3,57.3,2020-09-28
22,2020-09-30 00:00:49.702,/sonometros,NoiseLevelObserved,T248655-daily,64.1,65.9,66.4,61.6,57.1,2020-09-29
23,2020-10-01 00:00:51.554,/sonometros,NoiseLevelObserved,T248655-daily,64.9,66.6,67.5,63.7,58.5,2020-09-30
24,2020-10-02 00:00:55.570,/sonometros,NoiseLevelObserved,T248655-daily,64,65.6,67.1,62.6,58.8,2020-10-01
25,2020-10-03 00:00:57.911,/sonometros,NoiseLevelObserved,T248655-daily,64.4,65.8,67.8,64.3,59.7,2020-10-02
26,2020-10-04 00:00:58.536,/sonometros,NoiseLevelObserved,T248655-daily,63.4,64.2,68.1,64.3,61,2020-10-03
27,2020-10-05 00:00:02.617,/sonometros,NoiseLevelObserved,T248655-daily,62.7,63.6,67.3,62.7,60.3,2020-10-04
28,2020-10-06 00:00:05.608,/sonometros,NoiseLevelObserved,T248655-daily,64.1,65.8,66.7,62.6,57.8,2020-10-05
29,2020-10-07 00:00:12.478,/sonometros,NoiseLevelObserved,T248655-daily,64.2,65.9,67.1,63.3,58.3,2020-10-06
30,2020-10-08 00:00:09.590,/sonometros,NoiseLevelObserved,T248655-daily,63.8,65.2,66.8,64.5,58.1,2020-10-07
31,2020-10-09 00:00:15.371,/sonometros,NoiseLevelObserved,T248655-daily,66.1,67.8,68.4,65.9,58.6,2020-10-08
32,2020-10-10 00:00:15.230,/sonometros,NoiseLevelObserved,T248655-daily,62,62.9,66.5,63.2,59.2,2020-10-09
33,2020-10-11 00:00:16.477,/sonometros,NoiseLevelObserved,T248655-daily,62.9,63.9,67.2,63.4,59.9,2020-10-10
34,2020-10-12 00:00:19.448,/sonometros,NoiseLevelObserved,T248655-daily,61.1,61.8,66.1,62.2,59.1,2020-10-11
35,2020-10-13 00:00:20.631,/sonometros,NoiseLevelObserved,T248655-daily,61.7,62.9,65.4,63.1,57.4,2020-10-12
36,2020-10-14 00:00:23.259,/sonometros,NoiseLevelObserved,T248655-daily,64.4,66,67.4,62.9,59.1,2020-10-13
37,2020-10-15 00:00:25.635,/sonometros,NoiseLevelObserved,T248655-daily,64.9,66.6,67.3,63.5,58.1,2020-10-14
38,2020-10-16 00:00:45.95,/sonometros,NoiseLevelObserved,T248655-daily,64.4,66.3,67,61.7,58,2020-10-15
39,2020-10-17 00:00:46.848,/sonometros,NoiseLevelObserved,T248655-daily,64.6,66,67.6,65.3,58.8,2020-10-16
40,2020-10-18 00:00:49.704,/sonometros,NoiseLevelObserved,T248655-daily,64.5,65,68.8,68.1,60.9,2020-10-17
41,2020-10-19 00:00:51.366,/sonometros,NoiseLevelObserved,T248655-daily,62.8,63.7,67.6,62.7,60.7,2020-10-18
42,2020-10-20 00:00:53.668,/sonometros,NoiseLevelObserved,T248655-daily,65.9,67.8,68,63,58.3,2020-10-19
43,2020-10-21 00:00:55.868,/sonometros,NoiseLevelObserved,T248655-daily,66.7,68.7,68.5,63.5,58,2020-10-20
44,2020-10-22 00:00:58.301,/sonometros,NoiseLevelObserved,T248655-daily,65.3,67,67.9,64.3,58.9,2020-10-21
45,2020-10-23 00:00:01.317,/sonometros,NoiseLevelObserved,T248655-daily,65.5,67.2,68.1,63.6,59.3,2020-10-22
46,2020-10-24 00:00:07.348,/sonometros,NoiseLevelObserved,T248655-daily,65.7,67.5,68.3,64.2,59.2,2020-10-23
47,2020-10-25 00:00:07.54,/sonometros,NoiseLevelObserved,T248655-daily,64.6,64.8,70.6,64.8,64.3,2020-10-24
48,2020-10-26 00:00:09.704,/sonometros,NoiseLevelObserved,T248655-daily,62.8,64.2,66.5,63.1,58.3,2020-10-25
49,2020-10-27 00:00:11.199,/sonometros,NoiseLevelObserved,T248655-daily,65.6,67.5,67.2,63.7,56.2,2020-10-26
50,2020-10-28 00:00:13.662,/sonometros,NoiseLevelObserved,T248655-daily,65.9,67.9,67.4,62.8,56.2,2020-10-27
51,2020-10-29 00:00:15.487,/sonometros,NoiseLevelObserved,T248655-daily,66.1,68,67.9,64.4,57.2,2020-10-28
52,2020-10-30 00:00:17.572,/sonometros,NoiseLevelObserved,T248655-daily,67,68.9,69,63.8,59.2,2020-10-29
53,2020-10-31 00:00:21.397,/sonometros,NoiseLevelObserved,T248655-daily,66.1,67.7,68.9,66,60,2020-10-30
54,2020-11-01 00:00:22.210,/sonometros,NoiseLevelObserved,T248655-daily,64.9,66.4,68,64.8,59.5,2020-10-31
55,2020-11-02 00:00:24.585,/sonometros,NoiseLevelObserved,T248655-daily,65.3,67.1,67.6,64.2,57.8,2020-11-01
56,2020-11-03 00:00:25.699,/sonometros,NoiseLevelObserved,T248655-daily,67.5,69.4,68.9,66.1,57,2020-11-02
57,2020-11-04 00:00:29.672,/sonometros,NoiseLevelObserved,T248655-daily,65.8,67.7,67.6,63.1,57.2,2020-11-03
58,2020-11-05 00:00:30.866,/sonometros,NoiseLevelObserved,T248655-daily,64.9,66.3,67.8,65.6,59,2020-11-04
59,2020-11-06 00:00:32.88,/sonometros,NoiseLevelObserved,T248655-daily,66.6,68.2,69.8,64.5,61.7,2020-11-05
60,2020-11-07 00:00:33.539,/sonometros,NoiseLevelObserved,T248655-daily,65.4,66.9,68.5,65.1,60,2020-11-06
61,2020-11-08 00:00:38.91,/sonometros,NoiseLevelObserved,T248655-daily,64.4,65.6,68.4,65,60.7,2020-11-07
62,2020-11-09 00:00:38.632,/sonometros,NoiseLevelObserved,T248655-daily,62.7,63.9,66.5,63.1,58.8,2020-11-08
63,2020-11-10 00:00:40.886,/sonometros,NoiseLevelObserved,T248655-daily,64,65.6,66.7,63.9,57.5,2020-11-09
64,2020-11-11 00:00:43.233,/sonometros,NoiseLevelObserved,T248655-daily,64.9,66.6,67.5,64.6,58.2,2020-11-10
65,2020-11-12 00:00:45.740,/sonometros,NoiseLevelObserved,T248655-daily,64.6,66.1,67.8,64,59.5,2020-11-11
66,2020-11-13 00:00:47.142,/sonometros,NoiseLevelObserved,T248655-daily,64.1,65.7,67,63.8,58.2,2020-11-12
67,2020-11-14 00:00:49.654,/sonometros,NoiseLevelObserved,T248655-daily,65,66.5,68.2,65.1,59.8,2020-11-13
68,2020-11-15 00:00:52.198,/sonometros,NoiseLevelObserved,T248655-daily,63.9,65.1,67.3,65.2,59,2020-11-14
69,2020-11-16 00:00:54.588,/sonometros,NoiseLevelObserved,T248655-daily,63.3,63.5,69.3,62.4,63.1,2020-11-15
70,2020-11-17 00:00:57.51,/sonometros,NoiseLevelObserved,T248655-daily,63.8,65.5,66.3,63,57.1,2020-11-16
71,2020-11-27T00:00:51.703Z,/sonometros,NoiseLevelObserved,T248655-daily,64.5,66.2,67.2,63.6,58.2,2020-11-26
72,2020-11-28T00:00:54.294Z,/sonometros,NoiseLevelObserved,T248655-daily,69.1,71.1,70.6,65.3,59.6,2020-11-27
73,2020-11-29T00:00:56.956Z,/sonometros,NoiseLevelObserved,T248655-daily,65.0,66.4,68.5,65.3,60.3,2020-11-28
74,2020-11-30T00:01:58.577Z,/sonometros,NoiseLevelObserved,T248655-daily,62.2,63.3,66.0,63.0,58.3,2020-11-29
75,2020-12-01T00:00:21.109Z,/sonometros,NoiseLevelObserved,T248655-daily,64.2,65.9,66.7,63.4,57.5,2020-11-30
76,2020-12-02T00:00:05.473Z,/sonometros,NoiseLevelObserved,T248655-daily,72.0,74.1,72.8,68.1,58.1,2020-12-01
77,2020-12-03T00:00:14.351Z,/sonometros,NoiseLevelObserved,T248655-daily,67.1,69.1,68.7,63.5,57.9,2020-12-02
78,2020-12-04T00:00:08.512Z,/sonometros,NoiseLevelObserved,T248655-daily,74.2,76.5,74.6,63.4,57.7,2020-12-03
79,2020-12-05T00:00:12.500Z,/sonometros,NoiseLevelObserved,T248655-daily,71.5,73.7,72.3,64.6,58.6,2020-12-04
80,2020-12-06T00:00:15.527Z,/sonometros,NoiseLevelObserved,T248655-daily,74.4,76.6,74.9,65.2,59.6,2020-12-05
81,2020-12-07T00:00:14.489Z,/sonometros,NoiseLevelObserved,T248655-daily,62.7,63.9,66.6,63.7,58.8,2020-12-06
82,2020-12-08T00:00:16.440Z,/sonometros,NoiseLevelObserved,T248655-daily,64.5,66.2,67.2,64.6,57.8,2020-12-07
83,2020-12-09T00:00:18.145Z,/sonometros,NoiseLevelObserved,T248655-daily,61.8,63.2,64.8,62.4,56.1,2020-12-08
84,2020-12-10T00:00:20.526Z,/sonometros,NoiseLevelObserved,T248655-daily,64.6,66.4,66.8,63.0,57.0,2020-12-09
85,2020-12-11T00:00:23.204Z,/sonometros,NoiseLevelObserved,T248655-daily,64.8,66.5,67.3,64.0,57.9,2020-12-10
